,location,date,hour,measurement
400,papar_pujung,2022-05-31,18,4.0
401,papar_pujung,2022-05-31,22,3.8
402,papar_pujung,2022-05-31,2,3.6
403,papar_pujung,2022-06-01,6,3.4
404,papar_pujung,2022-06-01,10,3.35
405,papar_pujung,2022-06-01,14,3.3
406,papar_pujung,2022-06-01,18,3.2
407,papar_pujung,2022-06-01,22,3.2
408,papar_pujung,2022-06-01,2,3.1
409,papar_pujung,2022-06-02,6,3.0
410,papar_pujung,2022-06-02,10,3.0
411,papar_pujung,2022-06-02,14,3.0
412,papar_pujung,2022-06-02,18,2.9
413,papar_pujung,2022-06-02,22,2.9
414,papar_pujung,2022-06-02,2,2.9
415,papar_pujung,2022-06-03,6,2.9
416,papar_pujung,2022-06-03,10,2.9
417,papar_pujung,2022-06-03,14,2.9
418,papar_pujung,2022-06-03,18,2.9
419,papar_pujung,2022-06-03,22,2.8
420,papar_pujung,2022-06-03,2,3.0
421,papar_pujung,2022-06-04,6,3.2
422,papar_pujung,2022-06-04,10,3.7
423,papar_pujung,2022-06-04,14,3.9
424,papar_pujung,2022-06-04,18,4.0
425,papar_pujung,2022-06-04,22,4.1
426,papar_pujung,2022-06-04,2,4.3
427,papar_pujung,2022-06-05,6,4.5
428,papar_pujung,2022-06-05,10,4.55
429,papar_pujung,2022-06-05,14,4.6
430,papar_pujung,2022-06-05,18,4.6
431,papar_pujung,2022-06-05,22,4.7
432,papar_pujung,2022-06-05,2,4.75
433,papar_pujung,2022-06-06,6,4.8
434,papar_pujung,2022-06-06,10,4.9
435,papar_pujung,2022-06-06,14,5.0
436,papar_pujung,2022-06-06,18,5.1
437,papar_pujung,2022-06-06,22,5.2
438,papar_pujung,2022-06-06,2,5.3
439,papar_pujung,2022-06-07,6,5.4
440,papar_pujung,2022-06-07,10,5.4
441,papar_pujung,2022-06-07,14,5.4
442,papar_pujung,2022-06-07,18,5.35
443,papar_pujung,2022-06-07,22,5.3
444,papar_pujung,2022-06-07,2,5.2
445,papar_pujung,2022-06-08,6,5.1
446,papar_pujung,2022-06-08,10,5.0
447,papar_pujung,2022-06-08,14,4.95
448,papar_pujung,2022-06-08,18,4.9
449,papar_pujung,2022-06-08,22,4.7
450,papar_pujung,2022-06-08,2,4.6
451,papar_pujung,2022-06-09,6,4.5
452,papar_pujung,2022-06-09,10,4.5
453,papar_pujung,2022-06-09,14,4.5
